year,category,prize,motivation,prize_share,laureate_id,laureate_type,full_name,laureats_name,prize_winning_abbreviations,birth_date,birth_city,birth_country,sex,organization_name,organization_city,organization_country,death_date,death_city,death_country
2011,Peace,The Nobel Peace Prize 2011,"""for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work""",1月3日,869,Individual,Ellen Johnson Sirleaf,,,1938/10/29,Monrovia,Liberia,Female,NA,NA,NA,NA,NA,NA
2011,Peace,The Nobel Peace Prize 2011,"""for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work""",1月3日,870,Individual,Leymah Gbowee,,,1972/2/1,Monrovia,Liberia,Female,NA,NA,NA,NA,NA,NA
2011,Peace,The Nobel Peace Prize 2011,"""for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work""",1月3日,871,Individual,Tawakkol Karman,,,1979/2/7,Ta'izz,Yemen,Female,NA,NA,NA,NA,NA,NA
2011,Physics,The Nobel Prize in Physics 2011,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",1月2日,864,Individual,Saul Perlmutter,Saul Perlmutter,"perlmutter, s",NA,"Champaign-Urbana, IL",United States of America,Male,Lawrence Berkeley National Laboratory,"Berkeley, CA",United States of America,NA,NA,NA
2011,Physics,The Nobel Prize in Physics 2011,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",1月4日,865,Individual,Brian P. Schmidt,Brian P. Schmidt,"schmidt, bp",1967/2/24,"Missoula, MT",United States of America,Male,Australian National University,Weston Creek,Australia,NA,NA,NA
2011,Physics,The Nobel Prize in Physics 2011,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",1月4日,866,Individual,Adam G. Riess,Adam G. Riess,"riess, adam g.",1969/12/16,"Washington, DC",United States of America,Male,Johns Hopkins University,"Baltimore, MD",United States of America,NA,NA,NA
2012,Chemistry,The Nobel Prize in Chemistry 2012,"""for studies of G-protein-coupled receptors""",1月2日,878,Individual,Robert J. Lefkowitz,Robert J. Lefkowitz,"lefkowitz, r",1943/4/15,"New York, NY",United States of America,Male,Howard Hughes Medical Institute,NA,NA,NA,NA,NA
2012,Chemistry,The Nobel Prize in Chemistry 2012,"""for studies of G-protein-coupled receptors""",1月2日,879,Individual,Brian K. Kobilka,Brian Kobilka,"kobilka, b",1955/5/30,"Little Falls, MN",United States of America,Male,Stanford University School of Medicine,"Stanford, CA",United States of America,NA,NA,NA
2012,Economics,The Sveriges Riksbank Prize in Economic Sciences 2012,"""for the theory of stable allocations and the practice of market design""",1月2日,882,Individual,Alvin E. Roth,,,1951/12/18,"New York, NY",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,NA,NA,NA
2012,Economics,The Sveriges Riksbank Prize in Economic Sciences 2012,"""for the theory of stable allocations and the practice of market design""",1月2日,883,Individual,Lloyd S. Shapley,,,1923/6/2,"Cambridge, MA",United States of America,Male,University of California,"Los Angeles, CA",United States of America,2016/3/12,"Tucson, AZ",United States of America
2012,Literature,The Nobel Prize in Literature 2012,"""who with hallucinatory realism merges folk tales, history and the contemporary""",1月1日,880,Individual,Mo Yan,,,1955/2/2,Gaomi,China,Male,NA,NA,NA,NA,NA,NA
2012,Medicine,The Nobel Prize in Physiology or Medicine 2012,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",1月2日,874,Individual,Sir John B. Gurdon,Sir John B. Gurdon,"gurdon, jb",1933/10/2,Dippenhall,United Kingdom,Male,Gurdon Institute,Cambridge,United Kingdom,NA,NA,NA
2012,Medicine,The Nobel Prize in Physiology or Medicine 2012,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",1月2日,875,Individual,Shinya Yamanaka,Shinya Yamanaka,"yamanaka, s",1962/9/4,Osaka,Japan,Male,Kyoto University,Kyoto,Japan,NA,NA,NA
2012,Peace,The Nobel Peace Prize 2012,"""for over six decades contributed to the advancement of peace and reconciliation, democracy and human rights in Europe""",1月1日,881,Organization,European Union (EU),,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Physics,The Nobel Prize in Physics 2012,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",1月2日,876,Individual,Serge Haroche,Serge Haroche,"haroche, serge",1944/9/11,Casablanca,Morocco,Male,Collège de France,Paris,France,NA,NA,NA
2012,Physics,The Nobel Prize in Physics 2012,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",1月2日,877,Individual,David J. Wineland,David J. Wineland,"wineland, david",1944/2/24,"Milwaukee, WI",United States of America,Male,National Institute of Standards and Technology,"Boulder, CO",United States of America,NA,NA,NA
2013,Chemistry,The Nobel Prize in Chemistry 2013,"""for the development of multiscale models for complex chemical systems""",1月3日,889,Individual,Martin Karplus,Martin Karplus,"karplus, m",1930/3/15,Vienna,Austria,Male,Université de Strasbourg,Strasbourg,France,NA,NA,NA
2013,Chemistry,The Nobel Prize in Chemistry 2013,"""for the development of multiscale models for complex chemical systems""",1月3日,890,Individual,Michael Levitt,Michael Levitt,"levitt, m",1947/5/9,Pretoria,South Africa,Male,Stanford University School of Medicine,"Stanford, CA",United States of America,NA,NA,NA
2013,Chemistry,The Nobel Prize in Chemistry 2013,"""for the development of multiscale models for complex chemical systems""",1月3日,891,Individual,Arieh Warshel,Arieh Warshel,"warshel, a",1940/11/20,Kibbutz Sde-Nahum,British Mandate of Palestine (Israel),Male,University of Southern California,"Los Angeles, CA",United States of America,NA,NA,NA
2013,Economics,The Sveriges Riksbank Prize in Economic Sciences 2013,"""for their empirical analysis of asset prices""",1月3日,894,Individual,Eugene F. Fama,,,1939/2/14,"Boston, MA",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,NA,NA,NA
2013,Economics,The Sveriges Riksbank Prize in Economic Sciences 2013,"""for their empirical analysis of asset prices""",1月3日,895,Individual,Lars Peter Hansen,,,1952/10/26,"Urbana, IL",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,NA,NA,NA
2013,Economics,The Sveriges Riksbank Prize in Economic Sciences 2013,"""for their empirical analysis of asset prices""",1月3日,896,Individual,Robert J. Shiller,,,1946/3/29,"Detroit, MI",United States of America,Male,Yale University,"New Haven, CT",United States of America,NA,NA,NA
2013,Literature,The Nobel Prize in Literature 2013,"""master of the contemporary short story""",1月1日,892,Individual,Alice Munro,,,1931/7/10,Wingham,Canada,Female,NA,NA,NA,NA,NA,NA
2013,Medicine,The Nobel Prize in Physiology or Medicine 2013,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",1月3日,884,Individual,James E. Rothman,James E. Rothman,"rothman, je",1950/11/3,"Haverhill, MA",United States of America,Male,Yale University,"New Haven, CT",United States of America,NA,NA,NA
2013,Medicine,The Nobel Prize in Physiology or Medicine 2013,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",1月3日,885,Individual,Randy W. Schekman,Randy W. Schekman,"schekman, r",1948/12/30,"St. Paul, MN",United States of America,Male,University of California,"Berkeley, CA",United States of America,NA,NA,NA
2013,Medicine,The Nobel Prize in Physiology or Medicine 2013,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",1月3日,886,Individual,Thomas C. Südhof,Thomas C. S¨1dhof,"sudhof, tc",1955/12/22,G?ttingen,Germany,Male,Stanford University,"Stanford, CA",United States of America,NA,NA,NA
2013,Peace,The Nobel Peace Prize 2013,"""for its extensive efforts to eliminate chemical weapons""",1月1日,893,Organization,Organisation for the Prohibition of Chemical Weapons (OPCW),,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,Physics,The Nobel Prize in Physics 2013,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",1月2日,887,Individual,Fran?ois Englert,Fran?ois Englert,"englert, f",1932/11/6,Etterbeek,Belgium,Male,Université Libre de Bruxelles,Brussels,Belgium,NA,NA,NA
2013,Physics,The Nobel Prize in Physics 2013,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",1月2日,888,Individual,Peter W. Higgs,Peter Higgs,"higgs, pw",1929/5/29,Newcastle upon Tyne,United Kingdom,Male,University of Edinburgh,Edinburgh,United Kingdom,NA,NA,NA
2014,Chemistry,The Nobel Prize in Chemistry 2014,"""for the development of super-resolved fluorescence microscopy""",1月3日,909,Individual,Eric Betzig,Eric Betzig,"betzig, e",1960/1/13,"Ann Arbor, MI",United States of America,Male,"Janelia Research Campus, Howard Hughes Medical Institute","Ashburn, VA",United States of America,NA,NA,NA
2014,Chemistry,The Nobel Prize in Chemistry 2014,"""for the development of super-resolved fluorescence microscopy""",1月3日,910,Individual,Stefan W. Hell,Stefan W. Hell,"hell, s",1962/12/23,Arad,Romania,Male,Max Planck Institute for Biophysical Chemistry,G?ttingen,Germany,NA,NA,NA
2014,Chemistry,The Nobel Prize in Chemistry 2014,"""for the development of super-resolved fluorescence microscopy""",1月3日,911,Individual,William E. Moerner,William E. Moerner,"moerner, w",1953/6/24,"Pleasanton, CA",United States of America,Male,Stanford University,"Stanford, CA",United States of America,NA,NA,NA
2014,Economics,The Sveriges Riksbank Prize in Economic Sciences 2014,"""for his analysis of market power and regulation""",1月1日,915,Individual,Jean Tirole,,,1953/8/9,Troyes,France,Male,Toulouse School of Economics (TSE),Toulouse,France,NA,NA,NA
2014,Literature,The Nobel Prize in Literature 2014,"""for the art of memory with which he has evoked the most ungraspable human destinies and uncovered the life-world of the occupation""",1月1日,912,Individual,Patrick Modiano,,,1945/7/30,Paris,France,Male,NA,NA,NA,NA,NA,NA
2014,Medicine,The Nobel Prize in Physiology or Medicine 2014,"""for their discoveries of cells that constitute a positioning system in the brain""",1月2日,903,Individual,John O'Keefe,John O'Keefe,"okeefe, j",1939/11/18,"New York, NY",United States of America,Male,University College,London,United Kingdom,NA,NA,NA
2014,Medicine,The Nobel Prize in Physiology or Medicine 2014,"""for their discoveries of cells that constitute a positioning system in the brain""",1月4日,904,Individual,May-Britt Moser,May-Britt Moser,"moser, mb",1963/1/4,Fosnav?g,Norway,Female,Norwegian University of Science and Technology (NTNU),Trondheim,Norway,NA,NA,NA
2014,Medicine,The Nobel Prize in Physiology or Medicine 2014,"""for their discoveries of cells that constitute a positioning system in the brain""",1月4日,905,Individual,Edvard I. Moser,Edvard I. Moser,"moser, ei",1962/4/27,?lesund,Norway,Male,Norwegian University of Science and Technology (NTNU),Trondheim,Norway,NA,NA,NA
2014,Peace,The Nobel Peace Prize 2014,"""for their struggle against the suppression of children and young people and for the right of all children to education""",1月2日,913,Individual,Kailash Satyarthi,,,1954/1/11,Vidisha,India,Male,NA,NA,NA,NA,NA,NA
2014,Peace,The Nobel Peace Prize 2014,"""for their struggle against the suppression of children and young people and for the right of all children to education""",1月2日,914,Individual,Malala Yousafzai,,,1997/7/12,Mingora,Pakistan,Female,NA,NA,NA,NA,NA,NA
2014,Physics,The Nobel Prize in Physics 2014,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",1月3日,906,Individual,Isamu Akasaki,Isamu Akasaki,"akasaki, isamu",1929/1/30,Chiran,Japan,Male,Meijo University,Nagoya,Japan,NA,NA,NA
2014,Physics,The Nobel Prize in Physics 2014,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",1月3日,907,Individual,Hiroshi Amano,Hiroshi Amano,"amano, hiroshi",1960/9/11,Hamamatsu,Japan,Male,Nagoya University,Nagoya,Japan,NA,NA,NA
2014,Physics,The Nobel Prize in Physics 2014,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",1月3日,908,Individual,Shuji Nakamura,Shuji Nakamura,"nakamura, shuji",1954/5/22,Ikata,Japan,Male,University of California,"Santa Barbara, CA",United States of America,NA,NA,NA
2015,Chemistry,The Nobel Prize in Chemistry 2015,"""for mechanistic studies of DNA repair""",1月3日,921,Individual,Tomas Lindahl,Tomas Lindahl,"lindahl, t",1938/1/28,Stockholm,Sweden,Male,Francis Crick Institute,Hertfordshire,United Kingdom,NA,NA,NA
2015,Chemistry,The Nobel Prize in Chemistry 2015,"""for mechanistic studies of DNA repair""",1月3日,922,Individual,Paul Modrich,Paul Modrich,"modrich, p",1946/6/13,"Raton, NM",United States of America,Male,Howard Hughes Medical Institute,"Durham, NC",United States of America,NA,NA,NA
2015,Chemistry,The Nobel Prize in Chemistry 2015,"""for mechanistic studies of DNA repair""",1月3日,923,Individual,Aziz Sancar,Aziz Sancar,"sancar, a",1946/9/8,Savur,Turkey,Male,University of North Carolina,"Chapel Hill, NC",United States of America,NA,NA,NA
2015,Economics,The Sveriges Riksbank Prize in Economic Sciences 2015,"""for his analysis of consumption, poverty, and welfare""",1月1日,926,Individual,Angus Deaton,,,1945/10/19,Edinburgh,United Kingdom,Male,Princeton University,"Princeton, NJ",United States of America,NA,NA,NA
2015,Literature,The Nobel Prize in Literature 2015,"""for her polyphonic writings, a monument to suffering and courage in our time""",1月1日,924,Individual,Svetlana Alexievich,,,1948/5/31,Ivano-Frankivsk,Ukraine,Female,NA,NA,NA,NA,NA,NA
2015,Medicine,The Nobel Prize in Physiology or Medicine 2015,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",1月4日,916,Individual,William C. Campbell,William C. Campbell,"campbell, wc",1930/6/28,Ramelton,Ireland,Male,Drew University,"Madison, NJ",United States of America,NA,NA,NA
